ACO_Num,ACO_Name,ACO_Service_Area,ACO_Agreement_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Track_1,Track_1+,Track_2,Track_3,Adv_Pay,AIM,SNF_3-Day_Rule_Waiver,ACO_Address,ACO_Public_Reporting_Website,ACO_Exec_Name,ACO_Exec_Email,ACO_Exec_Phone,ACO_Public_Name,ACO_Public_Email,ACO_Public_Phone,ACO_Zip
A70850,"ACO Health Partners, LLC","CA, FL, IN",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,1,0,0,"10151 Deerwood Park Blvd., Suite 110, Bldg. 300, Jacksonville , Florida, 32256",http://www.acohealthpartners.com/publicreporting.aspx,Thomas Young,tyoung@citrahealth.com ,(208) 761-6884,Gina Ford,gford@citrahealth.com,(855) 427-0262,"32256(30.206101, -81.535795)"
A55185,POM ACO,MI,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"400 North Ingalls, Room G148, Ann Arbor , Michigan, 48109-5481",http://www.pom-aco.com/,Timothy A Peterson,timopete@med.umich.edu,(734) 232-1374,Kara Gavin,kegavin@umich.edu,(734) 764-2220,"48109(42.286752, -83.721607)"
A70159,"Rochester Regional Health ACO, Inc.",NY,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"100 Kings Highway South, Suite 2500, Rochester, New York, 14617",http://www.gripa.org/About/Our-MSSP-ACO,Joseph Vasile,Joseph.Vasile@rochesterregional.org,(585) 922-1511,Kelly  Taddeo,Kelly.Taddeo@rochesterregional.org,(585) 922-1543,"14617(43.221623, -77.597999)"
A04812,"NM Care ACO, LLC",NM,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"123 East Marcy Street, Suite 101, Santa Fe, New Mexico, 87501",http://abqhp.com/AboutUs/ACO,Aric Coffman,ARIC.COFFMAN@ABQHP.COM,(505) 262-3085,Jennifer Deleo,jennifer.deleo@abqhp.com,(505) 262-7207,"87501(35.718472, -105.917396)"
A69939,"Meridian Accountable Care Organization, LLC",NJ,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1350 Campus Parkway, Neptune, New Jersey, 07753",https://meridianhealth.com/about-meridian/meridian-accountable-care-organization/index.aspx,Navneet Kathuria,Navneet.Kathuria@hackensackmeridian.org,(848) 888-4420,Jennifer Netzband,Jennifer.Netzband@hackensackmeridian.org,(732) 751-7532,"07753(40.21228, -74.063801)"
A66885,"Access Care Oklahoma, LLC",OK,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"2401 Tee Circle, Suite 207, Norman, Oklahoma, 73069",http://www.acooklahoma.net/about-us.html,Brian Wilson,bwilson@icmhealth.com,(405) 928-2727,Karen  LaBarge,klabarge@acooklahoma.net,(580) 421-3096,"73069(35.236578, -97.462207)"
A78144,"Coastal Medical, Inc.","MA, RI",Currently Participating,2,07/01/2012,01/01/2016,0,1,0,0,1,0,0,"10 Davol Square , Suite 400, Providence , Rhode Island, 02903",http://www.coastalmedical.com/about-us/aco-public-disclosure,G Alan Kurose,gakurose@coastalmedical.com,(401) 421-4000 x10227,Meryl  Moss,mmoss@coastalmedical.com,(401) 421-4000 x10227,"02903(41.82046, -71.412643)"
A69266,Baxter Physician Partners,"AR, MO",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"624 Hospital Drive, Mountain Home, Arkansas, 72653",https://www.baxterphysicianpartners.org/forum/aco,Matthew Matusiak,mmatusiak@baxterregional.org,(870) 508-1005,Tobias Pugsley,tpugsley@baxterregional.org,(870) 508-1883,"72653(36.33669, -92.37412)"
A70817,"Intermountain Accountable Care, LLC","NV, UT",Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,1,"36 S State Street, Suite 2200, Salt Lake City, Utah, 84111",https://intermountainhealthcare.org/About/ACO/,Mikelle Moore,Mikelle.Moore@imail.org,(801) 442-3558,Tom Vitelli,Tom.Vitelli@imail.org,(801) 442-2827,"84111(40.755889, -111.884326)"
A17182,"AAMC Collaborative Care Network, LLC",MD,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"2001 Medical Parkway, Annapolis, Maryland, 21401",http://www.aahs.org/aamssp/,Mitchell Schwartz,mschwartz@aahs.org,(443) 481-1308,Renee Kilroy,rkilroy@aahs.org,(443) 481-6618,"21401(38.986089, -76.541982)"
A71510,"Northwest Ohio ACO, LLC","MI, OH",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"4235 Secor Rd., Toledo, Ohio, 43623",www.nwoaco.com,Tim Poplawski,tpoplawski@toledoclinic.com,(419) 479-5886,Tim Poplawski,tpoplawski@toledoclinic.com,(419) 479-5886,"43623(41.705756, -83.647938)"
A64194,Caravan Health ACO 15 LLC,"IA, MN, NE, SD",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7509 NW Tiffany Springs Parkway, Ste. 310, Kansas City, Missouri, 64153",www.caravanhealth.com/public-reporting-caravan-health-aco-15-llc,David Flicek,david.flicek@avera.org,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4568,"64153(39.279203, -94.709199)"
A66733,"ProHEALTH Accountable Care Medical Group, PLLC",NY,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"1 Dakota Drive, 1 ProHEALTH, Lake Success, New York, 11042",https://www.prohealthcare.com/public-reporting.html,David Cooper,dcooper@prohealthcare.com,(516) 608-6000,Carole Romano,prohealthaco@prohealthcare.com,(516) 304-3947,"11042(40.759556, -73.694617)"
A83552,ACO West Virginia,"PA, WV",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"3040 University Ave, Suite 3200, Morgantown, West Virginia, 26505",https://acowv.org/required-disclosures,Benjamin Gerber,ben.gerber@wvumedicine.org,(304) 285-7185,Benjamin Gerber,ben.gerber@wvumedicine.org,(304) 285-7185,"26505(39.648883, -79.950758)"
A19446,"Akira Health, Inc.","AZ, CA",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,1,0,"PO Box 53123, San Jose, California, 95153",http://www.akirahealth.com/northern-california.html,Tien Trinh,ttrinh@akiramso.com,(650) 888-5728,Tien Trinh,ttrinh@akiramso.com,(650) 888-5728,"95153(37.334807, -121.888128)"
A28055,"Western Kentucky Clinical Partners, LLC",KY,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"9510 Ormsby Station Road, Suite 300, Louisville, Kentucky, 40223",westernkentuckyclinicalpartnersaco.com,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"40223(38.259024, -85.54817)"
A65119,"Community Care Partnership of Maine, LLC",ME,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"103 Maine Avenue, Bangor, Maine, 04401",www.ccpmaine.org/public-report,Lorelle Dwyer,ldwyer@pchc.com,(207) 992-9200 x1274,Sarah Dubay,sdubay@pchc.com,(207) 992-9200 x1402,"04401(44.831413, -68.821019)"
A23885,Caravan Health ACO 16 LLC,"AL, TN",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7509 NW Tiffany Springs Parkway, Ste. 310, Kansas City, Missouri, 64153",www.caravanhealth.com/public-reporting-caravan-health-aco-16-llc,Greg Paris,gparis@caravanhealth.com,(916) 542-4735,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4568,"64153(39.279203, -94.709199)"
A40581,"NexCentra Health Partners, LLC",KS,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"345 N. Riverview St., Ste. 600, Wichita, Kansas, 67203",www.nhpaco.com,Daniel Whitney,dan.whitney@medova.com,(316) 616-6160,Daniel Whitney,dan.whitney@medova.com,(316) 616-6160,"67203(37.70362, -97.364091)"
A20938,Delaware Care Collaboration DCC LLC,"DE, MD, PA",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"701 North Clayton Street, Wilmington, Delaware, 19805",http://www.decarecollaboration.com/Public-Reporting.aspx,Dan Sinnott,DSinnott@che-east.org,(302) 575-8371,Dan Sinnott,DSinnott@che-east.org,(302) 575-8371,"19805(39.744809, -75.588638)"
A70377,Baptist Health/UAMS Accountable Care Alliance,"AR, TX",Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,0,"9601 Baptist Health Dr, Little Rock, Arkansas, 72205",https://baptisthealth-uamsaca.com/,Morie Mehyou,morie.mehyou@baptist-health.org,(501) 202-2636,Morie Mehyou,morie.mehyou@baptist-health.org,(501) 202-2636,"72205(34.751389, -92.345343)"
A99459,"GulfCoast Accountable Care Network, LLC",FL,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"6321 DANIELS PARKWAY, Suite 201, FORT MYERS, Florida, 33912",http://www.gulfcoastacn.com/public-reporting/,Gale Pearce,gpearce@millenniumphysician.com,(855) 674-7400 x106,Gale Pearce,gpearce@millenniumphysician.com,(855) 674-7400 x106,"33912(26.534587, -81.830098)"
A74285,"Riverside Health Source, LLC",VA,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"701 Town Center Drive, Suite 1000, Newport News, Virginia, 23606",www.riversideonline.com/myaco,Sally Ryan,Sally.Ryan@rivhs.com,(757) 594-4006,Peter Glagola,Peter.Glagola@rivhs.com,(757) 719-2103,"23606(37.077949, -76.495095)"
A98866,Aledade Southeast Pennsylvania ACO,PA,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"7315 Wisconsin Ave, Suite 1000E, Bethesda, Maryland, 20814",www.Aledade.com/gateway,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,"20814(39.003061, -77.102949)"
A76261,Hackensack Alliance ACO,"NJ, NY",Currently Participating,2,04/01/2012,01/01/2016,1,0,0,0,0,0,0,"30 Prospect Avenue, Hackensack, New Jersey, 07601",http://www.hackensackumc.org/patients-visitors/billing-and-insurance/accountable-care-organization/public-reporting-information/,Edward Gold,edward.gold@hackensackmeridian.org,(201) 666-3900,Edward Gold,edward.gold@hackensackmeridian.org,(201) 666-3900,"07601(40.888048, -74.047913)"
A76576,"Paradigm ACO, LLC",FL,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1580 Santa Barbara Blvd, The Villages, Florida, 32159",http://www.paradigmaco.com/about/,SEEMA KHANNA,SEEMAKHANNA04@GMAIL.COM,(352) 516-3972,Ravi Gupta,mfpc2@yahoo.com,(352) 455-4588,"32159(28.929091, -81.928009)"
A33146,Reid ACO,"IN, OH",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-reid-aco/,Craig Kinyon,craig.kinyon@reidhealth.org,(765) 983-3122,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A06844,"Netrin Primary Care ACO, LLC","DC, MD",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"353 Locust Grove Drive, Purcellville, Virginia, 20132",www.NetrinACO.com,Arumani Manisundaram,arumani@netrinhealth.com,(708) 205-8250,Ruth DeButts,Ruth.DeButts@NetrinHealth.com,(540) 547-7818,"20132(39.157475, -77.724543)"
A73981,"Physician Health Partners, LLC",CO,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"1125 17th Street , Suite 1000, Denver, Colorado, 80202",http://www.phpmcs.com/about-us/products-initiatives/accountable-care-organization-medicare/,Kenneth Nielsen,ken.nielsen@phpmcs.com,(720) 612-6600,Abby Brookover,abby.brookover@phpmcs.com,(720) 612-6868,"80202(39.751787, -104.997035)"
A23015,"Keystone Clinical Partners, LLC",PA,Renewal,2,01/01/2015,01/01/2018,0,1,0,0,0,0,1,"9510 Ormsby Station Road, Suite 300, Louisville, Kentucky, 40223",keystoneclinicalpartners.com,Greg  Erhard,gerhard@ppcp.org,(412) 531-2902,Gary  Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"40223(38.259024, -85.54817)"
A94621,Collaborative Care of Florida LLC,FL,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"1414 Kuhl Ave. MP2, Orlando, Florida, 32806",http://www.orlandohealth.com/collaborative-care-of-florida-aco,Jerry Senne,jerry.senne@orlandohealth.com,(321) 841-0108,Kena Lewis,kena.lewis@orlandohealth.com,(321) 841-8184,"32806(28.514085, -81.359234)"
A86799,"Accountable Care Coalition of Georgia, LLC.",GA,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"4888 Loop Central Drive, Suite 700, Houston, Texas, 77081",http://www.accgeorgia.net/acopdfs/accgeorgia/A1596RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A53506,California ACO,CA,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"1420 River Park Drive St 140, Sacramento, California, 95815",http://cal-aco.com/public-reporting.html,Tiffany Go,tgo@cal-aco.com,(916) 277-8824,Silas  Ting,slting@cal-aco.com,(916) 277-8824,"95815(38.609074, -121.444466)"
A18256,"Accountable Care Coalition of Southeast Wisconsin, LLC",WI,Currently Participating,2,04/01/2012,01/01/2016,0,0,1,0,0,0,0,"4888 Loop Central Drive, Suite 700, Houston, Texas, 77081",http://www.accsew.com/acopdfs/accsew/A1083RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"77081(29.709635, -95.481401)"
A30824,Prime Healthcare ACO II LLC,"KS, MI, MO",Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"8929 Parallel Parkway, Kansas City, Kansas, 66112",www.primehealthkcacoreport.com,Paula M Ellis,pellis1@primehealthcare.com,(913) 680-6004,Pat McBratney,pmcbratney@primehealthcare.com,(913) 596-4856,"66112(39.116057, -94.766935)"
A54437,Integrated ACO LLC,TX,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,1,0,0,"2200 Park Bend Drive, Bldg 2-300, Austin , Texas, 78758",http://www.integrated-aco.com/public-reporting/,Patricia Grimes,patricia.grimes@integrated-aco.com,(512) 821-2774,Vipul Mankad,vipmankad@gmail.com,(510) 325-8093,"78758(30.384311, -97.706726)"
A51491,Billings Clinic,"MT, WY",Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"2800 Tenth Avenue North, PO Box 37000, Billings, Montana, 59107-7000",http://www.billingsclinic.com/about-us/aco-public-report/,Randall Gibb,rgibb@billingsclinic.org,(406) 238-2609,Julie Burton,jburton1@billingsclinic.org,(406) 657-4628,"59107(45.63, -108.36)"
A22038,Northwell Health ACO,"CT, NY",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"2000 Marcus Ave, New Hyde Park, New York, 11042",https://ciipa.northwell.edu/providers/northwell-health-aco-mssp/#section1,Sandy Balwan, sbalwan@northwell.edu,(516) 426-4075,Terence Lynam,tlynam@northwell.edu,(516) 465-2640,"11042(40.759556, -73.694617)"
A05247,"Essential Care Partners, LLC",TX,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"5900 Southwest Parkway, Building 3, Austin, Texas, 78735",http://www.essentialcarepartners.com/acopdfs/essentialcarepartners/A1281RequiredACOInformationforPublicReporting.pdf,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,Jeffery Spight,Jeffery.Spight@UniversalAmerican.com,(480) 250-1984,"78735(30.256502, -97.858036)"
A85488,"The Ohio State Health ACO, LLC",OH,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"660 Ackerman Rd., 6th floor, Attn: Rachit Thariani, Columbus, Ohio, 43202",https://wexnermedical.osu.edu/aco,Rachit Thariani,Rachit.Thariani@osumc.edu,(614) 293-9355,Rachit Thariani,Rachit.Thariani@osumc.edu,(614) 293-9355,"43202(40.020989, -83.012099)"
A88846,"East Texas Accountable Care Organization, LLC",TX,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"4710 N.E. Stallings Drive, Nacogdoches, Texas, 75965",www.easttexasaco.com,Kyle Mcmorries,kyle.mcmorries@easttexasaco.com,(936) 371-9256,Kyle McMorries,kyle.mcmorries@easttexasaco.com,(936) 560-2666,"75965(31.704924, -94.630852)"
A74494,"Peninsula Regional Clinically Integrated Network, LLC","DE, MD, VA",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"100 East Carroll St, Salisbury, Maryland, 21801",www.prcin.org,Nancy H Creighton,nancy.creighton@peninsula.org,(410) 543-4759 x4759,Roger Follebout,roger.follebout@peninsula.org,(410) 543-7142,"21801(38.375226, -75.627106)"
A64119,Aurora Accountable Care Organization LLC,WI,Currently Participating,1,01/01/2017,01/01/2017,0,0,0,1,0,0,0,"750 W. Virginia St., Milwaukee, Wisconsin, 53204",https://www.aurorahealthcare.org/services/medicare-accountable-care/,Sylvia Meltzer,sylvia.meltzer@aurora.org,(414) 299-1894,Mo Moorman,mo.moorman@aurora.org,(414) 299-1688,"53204(43.01717, -87.926477)"
A13910,"Aledade Arkansas ACO, LLC",AR,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"7315 Wisconsin Ave, Suite 1000E, Bethseda, Maryland, 20814",www.Aledade.com/AR,Dan Bowles,dbowles@aledade.com,(540) 263-0171,Dan Bowles,dbowles@aledade.com,(540) 263-0171,"20814(39.003061, -77.102949)"
A86437,Allied Providers ACO LLC,TX,Currently Participating,1,01/01/2017,01/01/2017,1,0,0,0,0,0,0,"1 Medical Center Blvd, Lufkin, Texas, 75904",http://www.alliedproviders.com/,Jon Lamkin,jlamkin@suddenlink.net,(936) 414-4980,Jon Lamkin,jlamkin@suddenlink.net,(936) 414-4980,"75904(31.344882, -94.775414)"
A97104,"First Coast Health Alliance, LLC",FL,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"400 Health Park Boulevard, St.Augustine, Florida, 32086",http://www.firstcoasthealthalliance.com/Our-ACO.aspx ,Miguel Machado,Machneuro@aol.com,(904) 827-1711,Gina Mangus,Gina.Mangus@flaglerhospital.org,(904) 819-4431,"32086(29.805054, -81.32043)"
A88553,"Franciscan ACO, Inc.","IL, IN",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"700 E Southport Rd., Indianapolis, Indiana, 46227",https://www.franciscanhealth.org/about-us/aco/franciscan-aco-inc#reporting,Jennifer Westfall,Jenny.Westfall@franciscanalliance.org,(317) 782-6671,Megan Wright,Megan.Wright@franciscanalliance.org,(317) 528-4761,"46227(39.676904, -86.131571)"
A13888,"Health First Partners , LLC",FL,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"511 Medical Plaza Drive Suite 101  ,  Leesburg, FL 34748, Florida, 34748", www.healthfirstpartners.com/public-reporting/,Janmejay Shaktawat,janmejays@hotmail.com,(352) 633-8681 x305,Janmejay Shaktawat,janmejays@hotmail.com,(352) 633-8681 x305,"34748(28.775762, -81.880268)"
A14417,"Genesys PHO, L.L.C.",MI,Renewal,2,01/01/2015,01/01/2019,1,0,0,0,0,0,0,"3495 S. Center, Flint, Michigan, 48519",https://integratedproviders.com/integratedproviders/ACOProviders.aspx,Paul Garson,paul.garson@genesyspho.com,(810) 424-2025,Robert B Reid,brace.reid@genesyspho.com,(810) 424-2016,"48519(42.989047, -83.610752)"
A23652,"GHN ACO, LLC",TX,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"1331 East Court, Suite 104, Seguin, Texas, 78155",https://ghnaco.com/publicly-reported-info,Deana A Henk,dhenk@guadalupehealthcare.com,(830) 303-4846,Deborah Germany,dgermany@guadalupehealthcare.com,(830) 303-4846,"78155(29.557217, -97.958614)"
A95141,"Crescent City ACO, LLC",LA,Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"3434 Prytania Street, Suite 130, New Orleans, Louisiana, 70115",crescentcityaco.com,David Elgarico,david.elgarico@lcmchealth.org,(504) 897-8085,Benjamin Levine,benjielevine@imperiumhlth.com,(502) 819-5459,"70115(29.926773, -90.102351)"
A19595,"Space Coast Independent Practice Association, LLC",FL,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"1344 S. Apollo, Suite 303, Melbourne, Florida, 32901",http://spacecoastipa.com/publicreporting,Craig Deligdish,Deligdishc@omnihealthcare.com,(321) 727-3495,Michelle Wood,woodm@omnihealthcare.com,(321) 727-1973,"32901(28.073459, -80.621869)"
A81076,"Mercy Health ACO, LLC","AR, KS, MO, OK",Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"14528 South Outer Forty, Suite 100, Chesterfield, Missouri, 63017",https://www.mercy.net/open-pages/mercy-health-aco-public-reporting,James T Rogers,James.Rogers@Mercy.net,(417) 820-6215,Cara McClanahan,cara.mcclanahan@Mercy.net,(417) 841-5609,"63017(38.646904, -90.536404)"
A35525,"Family Choice ACO, LLC",CA,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,0,"7631 Wyoming Street, Suite 201, Westminster, California, 92683",https://familychoice.com/aco/,Jordan M Hall,jhall@familychoice.com,(909) 653-6351,Jordan M Hall,jhall@familychoice.com,(909) 653-6351,"92683(33.752825, -117.994896)"
A78179,"Connected Care of West Tennessee, LLC","MS, TN",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"3401 West End Avenue, Suite 290, Nashville, Tennessee, 37203",www.connectedaco.com,David Elliott,david.elliott@BMHCC.org,(901) 227-2490,Phillip Denny,phillip.denny@vhan.com,(615) 875-8761,"37203(36.150195, -86.790206)"
A76834,"Integrated Medical Staff of Jackson, P.C.",TN,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"828 North Parkway, Jackson, Tennessee, 38305",www.imsjackson.com,Mark Allen,mallen@jacksonclinic.com,(731) 422-0285,Sarah E Johnson,sajohnso@jacksonclinic.com,(731) 660-8347,"38305(35.692524, -88.805326)"
A50195,"Genesis Physicians Group,Inc.",TX,Initial,1,01/01/2018,01/01/2018,0,1,0,0,0,0,0,"5501 LBJ Freeway, Suite 950, Dallas, Texas, 75240",https://www.genesisdocs.org/About/Public-Reporting,James Walton,jim.walton@genesisdocs.org,(972) 419-0047,Shilpa Chhadwa,shilpa.chhadwa@genesisdocs.org,(972) 419-0037,"75240(32.931598, -96.79011)"
A67373,"Palm Beach Accountable Care Organization, LLC",FL,Currently Participating,2,07/01/2012,01/01/2016,1,0,0,0,0,0,0,"2326 SOUTH CONGRESS AVENUE, SUITE 2F, Palm Springs, Florida, 33406",http://www.pbaco.org/PublicReporting,David L Klebonis,dklebonis@pbaco.org,(352) 258-1188,David L Klebonis,dklebonis@pbaco.org,(352) 258-1188,"33406(26.660959, -80.089889)"
A58031,Winding River ACO,"KY, NC, TX, VA",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"9450 SW Gemini Dr, #88865, Beaverton, Oregon, 97008-7105",http://www.caravanhealth.com/public-reporting-national-rural-aco-3-llc ,Greg Paris,gparis@caravanhealth.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4582,"97008(45.460518, -122.806409)"
A36517,"Via Christi Health Alliance in Accountable Care, Inc.",KS,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"8200 E Thorn Dr, Wichita, Kansas, 67226",http://www.healthieryou.org/members/medicare,Joy Scott,Joy.Scott@ascension.org,(316) 858-4962,Edward J Hett,Ed.Hett@ascension.org,(316) 858-4970,"67226(37.756184, -97.231555)"
A27912,"Princeton HealthCare Partners, LLC","NJ, PA",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,0,0,"993 Lenox Drive, Suite 205, Lawrenceville, New Jersey, 08648",www.princetonhcs.org/phcs-home/what-we-do/princeton-healthcare-partners/public-reporting-information.aspx,Mark Jones,mjones@princetonhcs.org,(609) 853-7135,Patricia Muniz,pmuniz@princetonhcs.org,(609) 853-7256,"08648(40.279477, -74.725363)"
A67355,"University Health ACO, LLC",TN,Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"2121 Medical Center Way, STE 200, Knoxville, Tennessee, 37920-3282",https://www.utmedicalcenter.org/university-health-network,Joseph Landsman,jlandsma@utmck.edu,(865) 305-6925,Jim Ragonese,jragones@utmck.edu,(865) 305-6082,"37920(35.916485, -83.87761)"
A34814,Aledade Delaware ACO LLC,"DE, MD, PA",Renewal,2,01/01/2015,01/01/2018,0,0,0,1,0,0,0,"7315 Wisconsin Ave, Suite 436W, Bethesda, Maryland, 20814",www.aledade.com/de,Ahmed Haque,ahmed@aledade.com,(202) 644-8817,Tyler Blanchard,tyler@aledade.com,(202) 742-5908,"20814(39.003061, -77.102949)"
A01307,Antelope Valley ACO,CA,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"44215 15th street W, #115, Lancaster, California, 93534",http://www.antelopevalleyaco.com/,Ravi S Shankar,ravishankar9@outlook.com,(661) 948-8000,Cessy Martinez,cmartinez@antelopevalleyaco.com,(661) 948-8000,"93534(34.700538, -118.149832)"
A96888,Northwestern Medicine Physician Partners ACO,IL,Renewal,2,01/01/2015,01/01/2018,1,0,0,0,0,0,0,"1415 W. 22nd Street, Suite 750E, Oak Brook, Illinois, 60523",http://www.cadencehealth.org/health-professionals/aco,Brian  Walsh,bwalsh1@nm.org,(312) 695-3770,Val Sylejmani,val.sylejmani@cadencehealth.org,(630) 933-3267,"60523(41.838289, -87.955346)"
A33458,Medicare Value Partners,IL,Currently Participating,2,01/01/2013,01/01/2016,1,0,0,0,0,0,0,"2380 Dempster Avenue, Des Plaines, Illinois, 60016",http://www.presencehealth.org/medicare-value-partners-aco-who-we-are,Dana Gilbert,dana.gilbert@presencehealth.org,(312) 308-3262,David Hurter,david.hurter@presencehealth.org,(847) 493-4726,"60016(42.047211, -87.894388)"
A47628,CPSI ACO 7 LLC,"IA, IL, NE, WI, WV",Initial,1,01/01/2018,01/01/2018,1,0,0,0,0,0,0,"7509 NW Tiffany Springs Parkway, Ste. 310, Kansas City, Missouri, 64153",https://caravanhealth.com/public-reporting-cpsi-aco-7-llc/,Robert Humphrey,bob.humphrey@evident.com,(916) 542-4582,Kristine Miller,kmiller@caravanhealth.com,(916) 542-4568,"64153(39.279203, -94.709199)"
A76184,"Rocky Mountain Accountable Care Organization, LLC","CO, ID, WA",Currently Participating,1,01/01/2016,01/01/2016,1,0,0,0,0,1,0,"715 Horizon Drive, Suite 485, Grand Junction, Colorado, 81506",http://rockymountainaco.com/aco-public-reporting/,Connie Mack,Connie.Mack@CommunityCareAlliance.com,(970) 986-3675,Marnell Bradfield,marnell.bradfield@communitycarealliance.com,(970) 986-3681,"81506(39.116637, -108.544137)"
A23786,"Clinical Partners of Colorado Springs, LLC",CO,Currently Participating,2,01/01/2014,01/01/2017,1,0,0,0,0,0,0,"5575 Tech Center Drive, Suite 106, Colorado Springs, Colorado, 80919",clinicalpartnerscs.com,Bonnie Angotti,bangotti@mtviewmedgroup.com,(719) 388-7678,Gary Albers,garyalbers@imperiumhlth.com,(502) 386-4944,"80919(38.927811, -104.852463)"
