ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,acute_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A99911,"Palmetto Health Quality Collaborative, LLC",South Carolina,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,13782,-0.008341865,0.027730346,-1046148,0,,0,1,0.9206,,0,,9404,8864,125409307,126455455,,,0.5,0.4603,71798,8362,11930,7979,83113,8712,12674,7906,73866,9154,12705,7925,75006,10106,13850,8584,9483,0.924,0.958,0.945,0.942,0.982,0.961,0.958,0.93,0.962,0.992,0.938,0.94,0.977,1.018,1.079,0.959,112,2622,881,14860,13335,102,1977,421,10835,2523,6452,3409,1398,8287,5495,9380,4037,50,39,10,266,2948,2604,23,276,62,311,408,0,1615,3624,200,439,255,290,268,1,15,5,19,8,15,176,745,42,664,191,973,280,9438,3593,5053,750,43,0,0,0,0,0,310,635,0,0,0,79.4,93.81,94.35,81.17,61.06,75.4,71.13,21.03,15.41,18.25,54.83,73.21,60.94,71.43,1.81,100,1.61,74.6,67.18,71.65,65.6,60.08,56.37,57.48,67.06,84.68,0,29.18,15.95,32.3,68.13,87.9
A90925,"Central Minnesota ACO, LLC",Minnesota,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,12979,-0.051363952,0.028212242,-7244584,0,,0,1,0.9292,,0,,11163,10701,141044131,148288716,,,0.5,0.4646,79879,9301,14153,9203,83219,9609,15210,9332,101375,10021,14739,9830,92314,10694,20011,10826,11736,0.976,0.926,0.927,0.982,0.971,0.923,0.957,0.991,1.044,0.948,0.917,0.992,1.021,0.916,0.986,1.014,107,3601,458,9457,12635,95,3320,456,8764,3748,3977,3389,1865,7256,5723,12450,162,48,51,63,205,4580,4368,25,105,102,177,896,0,3467,2323,110,288,301,346,333,0,5,7,13,8,17,188,816,78,799,179,813,303,8255,3202,2694,1510,850,15,0,12,0,26,579,896,393,379,34,78.32,92.03,91.99,87.03,62.08,80.62,76.32,19.96,15.22,18.68,56.13,83.51,68.86,69.63,2.02,100,68.21,86.19,69.26,91.53,55.33,88.69,68.83,78.17,75.45,80.98,10.67,50.84,13.26,57.55,77.42,93.95
A58031,Winding River ACO,"Texas, North Carolina, Kentucky, Virginia",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,15578,0.01550767,0.026768754,2272618,0,,0,1,0.9934,,0,,9643,9166,146547988,144275370,2078824,0,0.5,0.4967,72203,8433,12795,7447,75274,8825,14047,7897,80626,8559,14664,8238,68885,9314,14843,8539,9494,1.005,0.939,0.969,0.926,0.969,0.939,0.974,0.928,0.982,0.928,0.957,0.949,1.009,0.927,0.961,0.941,70,2608,1251,11097,15197,76,2312,1293,11516,2769,6801,4259,1749,8910,6668,14686,488,19,153,35,197,2753,2394,59,233,53,297,694,21,2272,2868,172,474,227,288,267,2,13,6,13,18,24,150,798,58,780,138,772,274,10823,4994,4150,1504,175,12,0,10,0,25,492,1195,337,112,2,78.9,93.08,92.88,83.05,61.21,78.86,70.95,31.36,14.58,18.12,51.42,78.58,57.93,59.12,2.47,100,70.99,73.15,74.9,78.6,77.69,95.58,58.17,76.47,69.69,77.91,13.64,52.57,14.23,58.5,62.69,91.02
A59816,Prairie Hills Care Organization,"South Dakota, Minnesota",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,10022,0.05567388,0.029986797,5908064,5908064,,2740252,1,0.9466,,0,,10890,10463,106119136,100211072,390080,390080,0.5,0.4733,60912,9524,12412,8858,77510,10231,11037,9198,77297,10506,13302,9784,79546,10464,12969,9469,10284,0.952,0.965,0.889,0.984,0.995,0.95,0.907,0.991,1.054,0.959,0.915,1.003,1.085,0.953,0.875,1.001,65,798,635,7743,9745,68,912,647,8117,1212,4269,2861,1680,5581,4441,9588,24,35,26,191,158,3006,2862,46,49,57,123,975,0,4095,1809,98,158,238,291,280,1,3,7,13,10,13,135,866,80,627,163,658,202,8098,3124,2591,1278,1105,6,9,7,0,7,135,248,85,109,0,81.87,92.31,92.09,85.68,60.62,74.8,73.57,25.21,14.53,17.74,44.74,69.47,56.15,65.38,1.59,100,51.76,99.03,74.75,83.33,73.9,95.97,80.82,83.03,83.77,79.32,11.54,39.84,12.35,42.63,70.32,97.76
A38977,Great Plains Care Organization,"Iowa, Nebraska",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,10489,0.039394008,0.029706541,4193162,4193162,,1992047,1,0.9695,,0,,10477,9812,106441627,102248464,2054932,1992047,0.5,0.4848,70799,9690,14561,8786,64939,11418,18324,8777,63820,11407,13210,8964,71500,9565,17614,9274,10064,0.999,0.991,0.923,0.908,1.03,0.963,0.939,0.916,0.941,0.977,0.939,0.917,0.993,0.965,0.965,0.938,28,691,515,6867,10160,41,832,631,8656,1174,4314,3101,1900,6039,4450,10270,9,10,18,5,177,3095,2988,20,50,39,395,928,0,3519,1920,76,136,215,286,277,1,3,5,12,12,22,130,821,84,669,92,507,176,7807,3760,2389,1121,538,6,0,1,0,9,170,516,90,61,1,73.36,92.44,91.71,87.72,56.9,77.18,75.5,28.78,14.4,17.83,47.1,71.98,59.53,66.67,2.36,100,52.94,95.98,91.67,86.52,75,94.97,81.89,77.31,74.59,81.12,3.23,57.31,8.7,60.87,77.81,97.8
A61487,Mountain Prairie ACO,"New Mexico, Colorado, Nebraska",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,9590,0.031423112,0.030409409,3418175,3418175,,1431830,1,0.8549,,0,,11672,11071,108779008,105360833,397000,397000,0.5,0.4274,73809,9170,14845,8978,66519,8967,14773,9635,72830,9745,15273,9541,66337,10254,15336,9876,11305,0.992,0.881,0.922,0.949,1.007,0.923,0.902,0.926,0.934,0.922,0.895,0.963,0.984,0.985,0.898,0.945,103,1315,1275,7280,9320,108,1134,1250,6828,1448,4145,2775,1222,5496,4094,8189,121,19,670,312,279,3548,3139,156,211,79,313,1176,0,3241,2480,365,496,274,318,295,4,10,10,16,15,23,155,795,70,913,149,790,226,8843,2136,3162,819,2727,15,0,11,0,8,412,1160,192,141,12,76.73,92.28,91.91,83.11,51.8,75.6,72.05,23.24,14.9,18.63,48.9,77.1,62.1,60,2.54,100,78.91,66.8,74.68,70.12,50.21,92.31,45.75,47.41,60.4,80.49,4.65,30.24,23.39,36.69,62,91.16
A84870,Iowa Rural ACO,"Iowa, Illinois",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,10439,0.014959416,0.029736547,1576148,0,,0,1,0.8911,,0,,10399,9833,105361566,103785418,400000,0,0.5,0.4456,73022,8653,13637,8880,80950,8960,15003,9253,82023,10307,14019,9199,71920,11065,14372,9598,10244,0.95,0.893,0.933,0.932,0.979,0.929,0.963,0.933,1.037,0.909,0.954,0.913,1.015,0.964,0.972,0.946,29,1268,695,9024,10132,34,983,631,8484,1272,4303,3044,1820,5956,4483,10221,36,9,26,3,144,3023,2866,63,78,37,257,1125,0,3843,1728,135,191,239,277,267,2,4,4,10,8,21,121,802,87,845,85,512,162,8059,1992,2788,1045,2234,12,0,12,0,6,349,1035,251,146,2,69.86,89.31,88.31,84.35,49.92,73.77,74.6,25.65,14.31,17.71,47.68,70.51,56.86,62.5,2.44,100,100,50.41,77.54,76.28,47.11,93.95,40.74,71.26,74.9,79.52,8.33,50.39,16.02,57.81,75.68,93.82
A97980,Illinois Rural ACO,Illinois,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,14823,-0.002294217,0.027105621,-322135,0,,0,1,0.9067,,0,,9753,9322,140411697,140733832,2530000,0,0.5,0.4534,86642,8671,16112,7906,85046,9269,15745,8040,81437,8586,15669,8581,73920,9980,14555,9050,9775,1.033,0.953,0.993,0.962,1.045,0.917,0.979,0.954,0.926,0.905,0.988,0.957,1.019,0.925,0.953,0.962,39,1850,987,10004,14397,42,2145,1036,11174,2670,6333,3921,1899,8318,6505,14385,77,29,57,10,265,3160,2905,67,120,92,200,1012,0,2505,2398,193,340,266,332,315,1,6,10,15,17,22,167,801,83,885,204,788,231,8411,2799,3165,948,1498,0,0,0,0,0,208,423,0,0,0,78.11,91.79,90.38,83.06,56.26,72.91,73.43,27.53,15.3,19.27,56.18,86.11,71.86,65.71,2.55,100,94.24,66.8,70,73.38,66.94,94.23,42.8,54.8,62.55,81.69,5.88,39.11,16.13,43.55,63.43,92
A43071,Suburban Health ACO 2,Indiana,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,5444,0.066177468,0.037666667,3627190,3627190,,1675430,1,0.9427,,0,,10431,10193,54810046,51182856,273640,273640,0.5,0.4713,64273,8629,16315,8014,80892,8966,15120,8512,88766,9200,15443,9347,77643,9889,14322,8603,9740,0.962,0.998,1.01,0.96,1.054,1.012,1.025,0.969,0.971,0.998,0.973,0.977,0.965,1.007,0.947,0.949,41,981,662,4989,5255,35,670,475,4074,858,2313,1518,755,3179,2265,5301,23,9,2,,109,3402,3165,80,106,83,235,1047,3,2604,2100,216,324,248,317,303,2,5,7,19,19,23,164,810,91,856,112,696,199,8145,2926,3432,1030,756,1,0,4,0,35,197,560,115,20,2,81.63,90.99,90.22,85.5,64.84,77.08,69.42,28.71,14.89,18.93,57.06,85.72,66.7,61.11,2.54,100,81.62,68.55,74.04,67.47,54.66,95.97,45.08,64.92,65.73,78.95,0,30.92,15.26,36.95,70.97,92.34
A75055,Indiana Rural ACO,"Indiana, Kentucky",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,13004,-0.000156417,0.028197239,-21694,0,,0,1,0.9299,,0,,10981,10664,138690640,138712333,2530000,0,0.5,0.4649,83145,8952,19054,8572,79215,9143,16960,8834,84540,9495,16753,9250,84812,10663,17170,9538,10983,1.066,0.996,1.11,1.026,1.033,1.026,1.053,0.999,1.045,1.016,1.056,1.002,1.047,1.013,1.025,1.002,99,2552,1574,9695,12630,84,2092,1251,9202,2475,5451,3437,1641,7403,5601,12721,77,27,8,9,162,3813,3458,84,130,175,218,1254,0,3023,2221,169,342,292,388,363,3,6,16,19,28,29,173,810,101,1376,163,755,192,9357,3784,3536,1240,797,8,0,13,0,44,453,1230,324,55,6,79.44,93.78,92.41,83.97,55.4,74.53,71.6,30.21,15.23,19.05,57.34,87.19,67.56,63.01,2.83,100,88.62,81.71,69.64,67.87,78.28,96.37,50.41,71.54,65.76,83.48,0,32.94,13.73,37.65,66.42,95.67
A45565,Greater Michigan Rural ACO,"Michigan, Wisconsin",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,12130,0.042200972,0.028721744,5913699,5913699,,2785961,1,0.9614,,0,,11843,11143,140131826,134218127,2530000,2530000,0.5,0.4807,90729,8514,15800,9459,82389,9032,16891,9938,91779,9669,18100,10354,89002,10233,16542,10491,11343,1.025,0.933,0.983,1,1.053,0.923,1.037,1.001,1.055,0.953,1.029,1.029,1.075,0.991,1.03,1.048,61,2411,866,9137,11832,70,2084,844,8835,2490,4904,3266,1470,6658,5472,11804,21,14,20,113,158,3665,3478,24,146,31,157,1072,0,3739,2116,195,474,315,330,317,1,8,5,13,12,21,160,832,73,905,160,793,263,8662,1521,2815,734,3592,14,19,29,0,6,598,1305,288,192,0,79.93,91.53,90.09,78.63,58.28,75.19,71.02,27.4,14.84,17.85,51.74,73.03,59.51,64.84,2.03,100,32.88,67.07,73.97,76.73,69.39,94.42,70.56,62.88,71.6,82.61,6.82,40.94,16.14,48.03,71.98,93.17
A17748,Southern Michigan Rural ACO,"Michigan, Wisconsin",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,9110,0.052739128,0.03088989,4920699,4920699,,2278564,1,0.945,,0,,10538,10082,93302628,88381929,2439124,2278564,0.5,0.4725,72950,8007,14850,8328,66569,8948,14788,9113,76804,9160,16450,8898,61513,9558,16198,9075,9982,0.985,0.893,0.928,0.965,1.002,0.891,0.918,0.983,1,0.895,0.97,0.996,1.004,0.979,1.002,1.005,75,2122,655,6993,8854,59,1751,577,6467,2054,3767,2287,1002,5287,3823,8668,192,16,45,17,172,3309,3013,60,139,124,195,711,0,3121,2110,129,406,255,325,306,1,7,12,17,15,20,159,814,67,983,152,832,242,8725,2177,3086,901,2559,5,0,22,0,12,533,1014,151,190,0,76.88,90.06,88.99,83.16,57.55,74,73.52,25.57,15.05,18.43,52,84.99,65.5,58.82,2.12,100,87.31,69.88,67.24,71.08,61.98,93.5,55.33,68.55,76.71,81.79,5.56,46.59,14.06,52.61,68.24,89.96
A69337,New Hampshire Rural ACO,"New Hampshire, Vermont",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,11426,0.040041947,0.029144229,4958686,4958686,,2344335,1,0.9648,,0,,11103,10925,123837285,118878599,2530000,2344335,0.5,0.4824,86829,8863,15812,9611,79524,9812,17483,9553,84623,9884,20632,10147,98437,10906,17912,9638,10658,1.009,0.868,0.917,0.934,1.029,0.888,0.962,0.953,0.996,0.912,0.984,0.966,0.979,0.879,0.938,0.938,33,1967,748,9054,11154,37,1774,708,8635,2074,4855,2992,1505,6536,4890,11084,14,19,14,7,288,3307,2986,5,194,126,178,1105,0,4322,1429,176,404,163,264,246,0,8,9,10,13,18,144,832,67,814,36,357,152,9094,1365,3104,983,3642,12,10,9,0,1,523,977,342,170,1,82.53,91.11,90.52,80.65,64.95,75.96,74.84,30.09,14.6,16.45,49.6,77.04,59.34,64.38,2.11,100,95.26,66.67,79.5,85.07,63.71,96.5,61.72,69.29,68.27,78.35,2.47,53.01,10.44,57.03,71.2,96.17
A41540,Ohio River Basin ACO,"Ohio, West Virginia, Pennsylvania",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,14081,0.018487717,0.02755091,2689051,0,,0,1,0.9719,,0,,10606,10032,145450661,142761610,2530000,0,0.5,0.4859,84073,8775,14707,8308,78190,8864,15656,8756,83905,9740,15824,8739,63769,9629,15826,9459,10409,1.096,0.962,1.052,1.003,1.075,0.962,1.054,1.014,1.035,0.989,1.088,1.008,0.982,0.985,1.088,1.018,80,2487,1117,9416,13715,96,2409,1162,10047,2900,6060,3660,1461,7952,6129,13673,90,27,20,3,268,3316,3037,79,168,58,259,798,0,3048,2392,210,471,258,355,337,2,9,7,19,20,25,174,826,74,1009,217,865,219,9072,3674,3627,1434,337,6,11,0,0,7,398,749,170,212,4,77.15,93.12,90,84.02,57.39,75.97,71.87,32.11,14.92,17.66,58.43,86.38,66.1,55.26,2.6,100,65.83,86,70.69,64.94,80.93,93.15,66.41,54.44,61.04,78.74,10.26,32.66,22.58,39.92,70.55,91.12
A55037,Magnolia-Evergreen ACO,"Mississippi, Washington, Idaho",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,10917,-0.018999172,0.02944969,-2120358,0,,0,1,0.9605,,0,,10487,10292,111602641,113722999,400000,0,0.5,0.4802,68934,9471,15540,8741,68512,9682,15075,8793,68723,9710,15831,9102,77167,9808,15696,9626,10686,0.933,0.928,0.943,0.953,0.939,0.928,0.919,0.97,0.933,0.944,0.906,0.969,0.92,0.89,0.888,0.955,102,1463,1034,9310,10643,96,1107,756,8683,1470,4769,3309,1369,6173,4744,9343,1269,19,90,75,121,3318,2872,239,164,80,225,967,0,2983,2516,152,660,223,317,293,6,10,8,18,12,24,165,770,64,912,155,717,208,9312,3043,3588,1226,1456,8,0,16,0,3,406,752,213,94,0,78.78,93.27,93.44,84.03,60.67,76.93,71.59,33.04,15.32,19.58,57.22,85.21,65.45,62.07,2.57,100,72.67,92.22,71.37,76.95,73.39,90.38,52.77,63.1,67.05,78.69,12.5,36.51,17.06,42.46,67.97,91.97
A85619,North Mississippi Connected Care Alliance,Mississippi,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,17885,0.022616241,0.025845769,3875442,0,,0,1,0.9766,,0,,9800,9275,171356585,167481143,2530000,0,0.5,0.4883,69043,7605,13229,7590,68326,7924,13797,7561,58880,8242,13708,8148,65094,8741,13342,8448,9578,0.951,0.857,0.922,0.915,0.973,0.844,0.921,0.918,0.902,0.848,0.924,0.92,0.925,0.864,0.898,0.942,168,4647,2426,12037,17486,147,3891,2104,11343,4460,7502,4520,1403,10456,7429,13773,3938,33,18,8,115,2650,2391,18,136,106,190,704,0,2425,2662,136,649,352,312,293,1,7,11,14,17,19,162,820,57,903,207,907,272,10226,4583,3131,2387,126,0,0,0,0,0,95,59,92,6,0,80.06,95.43,94.51,86.54,63.71,75.28,71.58,35.76,15,18.2,58.16,82.01,64.92,70.27,2.2,100,99.07,99.05,88.89,80.08,97.69,100,67.6,72.51,80.29,89.32,7.32,55.95,12.7,61.51,57.09,93.55
A80689,Hattiesburg Clinic ACO,Mississippi,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,20494,0.017647389,0.024950598,3908720,0,,0,1,1,,0,,11103,10710,221489977,217581258,,,0.5,0.5,68046,9245,16096,8113,64519,9930,17423,8258,65000,9103,17393,8604,68280,10290,16037,8966,10907,0.947,0.911,0.975,0.904,0.941,0.946,0.984,0.91,0.958,0.93,0.962,0.914,0.954,0.965,0.918,0.919,332,2999,1765,12448,19949,353,3193,1914,14489,4067,9590,5189,1648,11570,8924,16597,3684,25,21,15,152,2758,2479,99,110,80,250,783,0,2074,3992,126,803,344,333,317,3,6,7,20,18,19,194,797,58,843,246,1079,404,13103,5528,4746,2659,170,0,0,5,0,13,102,210,92,15,0,83.39,94.98,93.57,85.86,69.61,77.24,71.06,39.33,15.74,19.01,56.42,92.95,69.25,65.54,2.04,100,89.03,89.41,84.54,84.18,83.95,98.8,91.8,83.61,85.13,89.29,25,70.2,12.58,79.25,62.55,93.75
A33509,Deep South Regional ACO,"Georgia, Florida, South Carolina",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,9301,0.005966921,0.030698699,630810,0,,0,1,0.9206,,0,,11714,11029,105717883,105087073,2324608,0,0.5,0.4603,74775,10024,17031,8824,78246,9855,15729,8544,81952,9877,15447,9032,101278,10431,17675,9209,11644,1.011,0.983,1.019,0.99,0.994,0.976,0.998,0.966,1.032,0.973,0.969,0.982,1.065,0.998,1.009,0.985,150,2149,1375,7387,9025,129,1787,931,6177,2125,3806,2419,951,5130,4171,6992,2173,23,31,5,77,3801,3072,305,300,162,327,1165,14,2591,3095,325,616,322,388,348,5,17,19,19,17,32,173,775,80,1004,221,831,256,10790,2586,3936,968,3300,13,8,27,0,8,555,1109,205,83,1,76.29,92.64,92.4,84.72,56.46,75.21,70.81,26.65,14.95,17.78,58.47,94.11,69.48,63.01,2.94,100,96.55,69.84,61.67,51.41,62.55,90.66,39.53,41.37,46.8,80.71,16.67,22.58,21.77,26.61,62.12,86.85
A55033,Care Covenant,Texas,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,28994,0.046761831,0.02410057,14905664,14905664,,6841583,1,0.9367,,0,,11264,10765,318757069,303851405,,,0.5,0.4684,71730,10398,19015,9160,75916,10592,18834,9651,68516,10608,19383,9482,75248,10472,18819,9675,10737,0.959,0.971,1.031,0.954,0.98,0.979,1.04,0.955,0.966,0.966,1.01,0.964,0.964,0.971,1.041,0.99,186,3087,1428,21267,28299,243,3018,1284,23754,4057,13308,8493,3136,16429,12565,25778,2539,65,295,53,264,3248,2408,213,588,65,216,583,4,2603,2874,167,1018,260,327,280,7,34,7,13,11,21,150,806,47,769,184,864,301,9374,3187,3817,1560,810,4,0,10,0,2,328,457,230,139,0,80.46,94.15,93.28,84.88,57.4,73.99,73.26,26,14.47,19.06,42.71,71.37,54.29,50,2.3,100,93.77,93.61,80.66,85.64,85.13,97.39,85.06,75.2,75.75,77.73,12.31,64.13,13.39,71.4,67.49,89.29
A46443,Minnesota Rural ACO,"Minnesota, Wisconsin",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,11831,-0.00811371,0.02890118,-931877,0,,0,1,0.9336,,0,,9960,9514,114852163,115784040,1898116,0,0.5,0.4668,70460,7579,12581,8165,63856,8765,11997,8558,71190,8485,13443,8969,80243,8941,13966,9495,10041,0.974,0.901,0.928,0.945,0.985,0.908,0.941,0.978,0.998,0.915,0.969,0.992,0.988,0.901,1.015,0.997,84,2820,567,8611,11532,73,2656,577,8225,2998,3914,3046,1873,6430,5401,11262,144,75,25,51,274,3462,3224,22,56,167,267,815,5,3071,2116,118,186,234,297,281,1,3,13,16,10,22,156,851,69,779,149,655,238,8236,3326,2551,1846,513,6,0,4,0,5,430,777,194,148,3,82.39,93.31,92.23,84.2,62.4,76.56,74.19,21.28,14.87,16.73,51.98,77.22,64.14,65.05,2.28,100,45.92,95.56,83.33,92.16,55.42,94.74,80.65,68.55,72.29,83.74,8,52.02,11.69,58.06,74.61,88.89
A60541,Oregon - Indiana ACO,"Missouri, Indiana, Oregon",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,7001,0.002152065,0.033997998,179796,0,,0,1,0.8905,,0,,12298,11728,83545649,83365853,2135476,0,0.5,0.4452,64192,9651,18132,9547,76658,10972,18152,9351,63639,10983,19605,9981,84974,11729,17876,10552,12272,0.937,0.998,1.1,1.043,0.967,1.037,1.103,1.011,0.995,1.056,1.09,1.006,1.008,1.079,1.1,1.074,52,1678,936,4747,6793,48,1439,880,4426,1624,2636,1815,926,4074,2927,6624,255,11,23,10,78,4079,3575,35,248,227,455,1404,0,3144,2485,259,499,356,408,364,1,14,30,22,20,34,181,821,107,1040,210,924,245,10022,2262,3613,1147,3000,4,0,16,0,4,235,523,140,31,3,78.67,90.49,90.16,84.13,56.95,75.43,70.67,24.49,14.74,18.06,57.68,77.37,60.39,70.97,2.97,100,94.98,81.75,74.24,66.4,71.43,95.71,68.57,58.27,63.05,79.26,1.67,31.33,24.5,37.75,67.98,91.63
A38567,Mountain West ACO,"Montana, Idaho, Wyoming",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,9430,0.024929498,0.03056957,2380852,0,,0,1,0.9322,,0,,10432,9896,95503419,93122567,2519920,0,0.5,0.4661,69910,8516,14176,9105,64656,9159,13052,9139,66098,8226,12600,9835,72508,9482,14634,9577,10172,0.875,0.824,0.939,0.898,0.942,0.851,0.898,0.906,0.909,0.796,0.886,0.893,0.91,0.806,0.861,0.903,26,1195,729,7807,9154,32,1077,703,7343,1392,4282,2698,1058,5245,4185,8940,10,19,23,284,154,3332,3171,57,83,49,161,987,0,3737,1748,135,182,229,283,275,1,4,3,10,11,22,131,803,69,804,46,636,223,7710,1765,2565,941,2438,21,0,14,0,13,658,1247,316,332,6,75.32,91.79,91.51,80.33,60.51,76.76,71.63,27.96,14.65,18.29,58.02,74.66,66.27,65.85,2.84,100,67.69,60.4,69.58,71.77,64.35,93,36.93,63.1,67.87,82.41,0,46.18,19.28,53.41,64.4,88.93
